"date","week","light","area","plant","height","number_leaves"
"2021-05-27",6,"FL","6FL","36FL",11,13
"2021-05-27",6,"SH","1SH","11SH",12,15
"2021-05-27",6,"SH","1SH","21SH",14,14
"2021-05-27",6,"SH","1SH","31SH",11,14
"2021-05-27",6,"SH","2SH","12SH",13,15
"2021-05-27",6,"SH","2SH","22SH",11,15
"2021-05-27",6,"SH","2SH","32SH",10,14
"2021-05-27",6,"SH","3SH","13SH",12,15
"2021-05-27",6,"SH","3SH","23SH",13,16
"2021-05-27",6,"SH","3SH","33SH",13,15
"2021-05-27",6,"SH","4SH","14SH",11,14
"2021-05-27",6,"SH","4SH","24SH",12,11
"2021-05-27",6,"SH","4SH","34SH",11,13
"2021-05-27",6,"SH","5SH","15SH",13,14
"2021-05-27",6,"SH","5SH","25SH",10,13
"2021-05-27",6,"SH","5SH","35SH",12,13
"2021-05-27",6,"SH","6SH","16SH",15,12
"2021-05-27",6,"SH","6SH","26SH",11,12
"2021-05-27",6,"SH","6SH","36SH",13,14
"2021-05-27",6,"SH","7SH","17SH",15,16
"2021-05-27",6,"SH","7SH","27SH",17,17
"2021-05-27",6,"SH","7SH","37SH",16,16
"2021-05-27",6,"SH","8SH","18SH",12,15
"2021-05-27",6,"SH","8SH","28SH",10,14
"2021-05-27",6,"SH","8SH","38SH",13,14
"2021-05-27",6,"SH","9SH","19SH",14,15
"2021-05-27",6,"SH","9SH","29SH",10,14
"2021-05-27",6,"SH","9SH","39SH",12,13
"2021-05-27",6,"SH","10SH","110SH",13,13
"2021-05-27",6,"SH","10SH","210SH",12,12
"2021-05-27",6,"SH","10SH","310SH",14,14
"2021-05-27",6,"SH","11SH","111SH",12,14
"2021-05-27",6,"SH","11SH","211SH",13,14
"2021-05-27",6,"SH","11SH","311SH",13,14
"2021-05-27",6,"SH","12SH","112SH",14,16
"2021-05-27",6,"SH","12SH","212SH",12,14
"2021-05-27",6,"SH","12SH","312SH",12,15
"2021-05-27",6,"SH","13SH","113SH",11,14
"2021-05-27",6,"SH","13SH","213SH",10,12
"2021-05-27",6,"SH","13SH","313SH",12,14
"2021-05-27",6,"SH","14SH","114SH",13,12
"2021-05-27",6,"SH","14SH","214SH",11,12
"2021-05-27",6,"SH","14SH","314SH",13,13
"2021-05-27",6,"SH","15SH","115SH",12,13
"2021-05-27",6,"SH","15SH","215SH",14,13
"2021-05-27",6,"SH","15SH","315SH",13,14
"2021-05-27",6,"SH","16SH","116SH",11,15
"2021-05-27",6,"SH","16SH","216SH",12,14
"2021-05-27",6,"SH","16SH","316SH",14,14
"2021-05-27",6,"SH","17SH","117SH",12,12
"2021-05-27",6,"SH","17SH","217SH",13,14
"2021-05-27",6,"SH","17SH","317SH",11,14
"2021-05-27",6,"SH","18SH","118SH",12,14
"2021-05-27",6,"SH","18SH","218SH",13,14
"2021-05-27",6,"SH","18SH","318SH",13,16
"2021-05-27",6,"SH","19SH","119SH",11,12
"2021-05-27",6,"SH","19SH","219SH",14,13
"2021-05-27",6,"SH","19SH","319SH",12,12
"2021-05-27",6,"SH","20SH","120SH",13,13
"2021-05-27",6,"SH","20SH","220SH",14,12
"2021-05-27",6,"SH","20SH","320SH",15,14
"2021-05-27",6,"SH","21SH","121SH",11,15
"2021-05-27",6,"SH","21SH","221SH",12,14
"2021-05-27",6,"SH","21SH","321SH",13,12
"2021-05-27",6,"SH","22SH","122SH",11,12
"2021-05-27",6,"SH","22SH","222SH",13,14
"2021-05-27",6,"SH","22SH","322SH",14,12
"2021-05-27",6,"SH","23SH","123SH",12,12
"2021-05-27",6,"SH","23SH","223SH",13,14
"2021-05-27",6,"SH","23SH","323SH",11,13
"2021-05-27",6,"SH","24SH","124SH",13,13
"2021-05-27",6,"SH","24SH","224SH",11,12
"2021-05-27",6,"SH","24SH","324SH",11,12
"2021-06-03",7,"FL","1FL","11FL",17,18
"2021-06-03",7,"FL","1FL","21FL",16,21
"2021-06-03",7,"FL","1FL","31FL",15,20
"2021-06-03",7,"FL","2FL","12FL",16,21
"2021-06-03",7,"FL","2FL","22FL",14,18
"2021-06-03",7,"FL","2FL","32FL",15,19
"2021-06-03",7,"FL","3FL","13FL",14,21
"2021-06-03",7,"FL","3FL","23FL",16,18
"2021-06-03",7,"FL","3FL","33FL",14,17
"2021-06-03",7,"FL","4FL","14FL",15,17
"2021-06-03",7,"FL","4FL","24FL",14,17
"2021-06-03",7,"FL","4FL","34FL",15,18
"2021-06-03",7,"FL","5FL","15FL",12,19
"2021-06-03",7,"FL","5FL","25FL",15,18
"2021-06-03",7,"FL","5FL","35FL",14,17
"2021-06-03",7,"FL","6FL","16FL",16,18
"2021-06-03",7,"FL","6FL","26FL",15,19
"2021-06-03",7,"FL","6FL","36FL",15,19
"2021-06-03",7,"SH","1SH","11SH",16,17
"2021-06-03",7,"SH","1SH","21SH",15,18
"2021-06-03",7,"SH","1SH","31SH",15,19
"2021-06-03",7,"SH","2SH","12SH",17,17
"2021-06-03",7,"SH","2SH","22SH",15,17
"2021-06-03",7,"SH","2SH","32SH",16,17
"2021-06-03",7,"SH","3SH","13SH",16,19
"2021-06-03",7,"SH","3SH","23SH",15,19
"2021-06-03",7,"SH","3SH","33SH",15,19
"2021-06-03",7,"SH","4SH","14SH",14,18
"2021-06-03",7,"SH","4SH","24SH",15,18
"2021-06-03",7,"SH","4SH","34SH",14,18
"2021-06-03",7,"SH","5SH","15SH",13,18
"2021-06-03",7,"SH","5SH","25SH",14,19
"2021-06-03",7,"SH","5SH","35SH",15,19
"2021-06-03",7,"SH","6SH","16SH",17,17
"2021-06-03",7,"SH","6SH","26SH",15,18
"2021-06-03",7,"SH","6SH","36SH",16,18
"2021-06-03",7,"SH","7SH","17SH",18,21
"2021-06-03",7,"SH","7SH","27SH",19,22
"2021-06-03",7,"SH","7SH","37SH",19,21
"2021-06-03",7,"SH","8SH","18SH",14,20
"2021-06-03",7,"SH","8SH","28SH",15,21
"2021-06-03",7,"SH","8SH","38SH",14,19
"2021-06-03",7,"SH","9SH","19SH",15,20
"2021-06-03",7,"SH","9SH","29SH",16,20
"2021-06-03",7,"SH","9SH","39SH",16,20
"2021-06-03",7,"SH","10SH","110SH",16,19
"2021-06-03",7,"SH","10SH","210SH",14,18
"2021-06-03",7,"SH","10SH","310SH",16,18
"2021-06-03",7,"SH","11SH","111SH",15,19
"2021-06-03",7,"SH","11SH","211SH",14,17
"2021-06-03",7,"SH","11SH","311SH",15,17
"2021-06-03",7,"SH","12SH","112SH",16,18
"2021-06-03",7,"SH","12SH","212SH",15,17
"2021-06-03",7,"SH","12SH","312SH",14,19
"2021-06-03",7,"SH","13SH","113SH",14,18
"2021-06-03",7,"SH","13SH","213SH",15,18
"2021-06-03",7,"SH","13SH","313SH",14,17
"2021-06-03",7,"SH","14SH","114SH",16,18
"2021-06-03",7,"SH","14SH","214SH",16,17
"2021-06-03",7,"SH","14SH","314SH",15,17
"2021-06-03",7,"SH","15SH","115SH",15,19
"2021-06-03",7,"SH","15SH","215SH",14,20
"2021-06-03",7,"SH","15SH","315SH",16,19
"2021-06-03",7,"SH","16SH","116SH",16,19
"2021-06-03",7,"SH","16SH","216SH",14,17
"2021-06-03",7,"SH","16SH","316SH",15,19
"2021-06-03",7,"SH","17SH","117SH",16,18
"2021-06-03",7,"SH","17SH","217SH",15,18
"2021-06-03",7,"SH","17SH","317SH",13,18
"2021-06-03",7,"SH","18SH","118SH",17,16
"2021-06-03",7,"SH","18SH","218SH",14,17
"2021-06-03",7,"SH","18SH","318SH",14,17
"2021-06-03",7,"SH","19SH","119SH",15,18
"2021-06-03",7,"SH","19SH","219SH",15,17
"2021-06-03",7,"SH","19SH","319SH",16,17
"2021-06-03",7,"SH","20SH","120SH",16,20
"2021-06-03",7,"SH","20SH","220SH",14,20
"2021-06-03",7,"SH","20SH","320SH",18,19
"2021-06-03",7,"SH","21SH","121SH",14,20
"2021-06-03",7,"SH","21SH","221SH",14,18
"2021-06-03",7,"SH","21SH","321SH",14,18
"2021-06-03",7,"SH","22SH","122SH",15,17
"2021-06-03",7,"SH","22SH","222SH",14,18
"2021-06-03",7,"SH","22SH","322SH",15,19
"2021-06-03",7,"SH","23SH","123SH",14,18
"2021-06-03",7,"SH","23SH","223SH",17,19
"2021-06-03",7,"SH","23SH","323SH",16,19
"2021-06-03",7,"SH","24SH","124SH",16,20
"2021-06-03",7,"SH","24SH","224SH",16,19
"2021-06-03",7,"SH","24SH","324SH",14,19
"2021-06-10",8,"FL","1FL","11FL",19,20
"2021-06-10",8,"FL","1FL","21FL",18,19
"2021-06-10",8,"FL","1FL","31FL",17,19
"2021-06-10",8,"FL","2FL","12FL",20,18
"2021-06-10",8,"FL","2FL","22FL",21,17
"2021-06-10",8,"FL","2FL","32FL",20,18
"2021-06-10",8,"FL","3FL","13FL",18,19
"2021-06-10",8,"FL","3FL","23FL",19,20
"2021-06-10",8,"FL","3FL","33FL",21,21
"2021-06-10",8,"FL","4FL","14FL",20,19
"2021-06-10",8,"FL","4FL","24FL",22,20
"2021-06-10",8,"FL","4FL","34FL",20,21
"2021-06-10",8,"FL","5FL","15FL",19,18
"2021-06-10",8,"FL","5FL","25FL",19,19
"2021-06-10",8,"FL","5FL","35FL",19,20
"2021-06-10",8,"FL","6FL","16FL",20,20
"2021-06-10",8,"FL","6FL","26FL",21,21
"2021-06-10",8,"FL","6FL","36FL",20,20
"2021-06-10",8,"SH","1SH","11SH",22,20
"2021-06-10",8,"SH","1SH","21SH",20,21
"2021-06-10",8,"SH","1SH","31SH",21,20
"2021-06-10",8,"SH","2SH","12SH",24,25
"2021-06-10",8,"SH","2SH","22SH",23,24
"2021-06-10",8,"SH","2SH","32SH",22,24
"2021-06-10",8,"SH","3SH","13SH",20,21
"2021-06-10",8,"SH","3SH","23SH",20,23
"2021-06-10",8,"SH","3SH","33SH",21,25
"2021-06-10",8,"SH","4SH","14SH",20,20
"2021-06-10",8,"SH","4SH","24SH",22,20
"2021-06-10",8,"SH","4SH","34SH",21,14
"2021-06-10",8,"SH","5SH","15SH",22,22
"2021-06-10",8,"SH","5SH","25SH",23,23
"2021-06-10",8,"SH","5SH","35SH",21,25
"2021-06-10",8,"SH","6SH","16SH",24,20
"2021-06-10",8,"SH","6SH","26SH",22,18
"2021-06-10",8,"SH","6SH","36SH",21,19
"2021-06-10",8,"SH","7SH","17SH",24,19
"2021-06-10",8,"SH","7SH","27SH",24,20
"2021-06-10",8,"SH","7SH","37SH",25,22
"2021-06-10",8,"SH","8SH","18SH",20,22
"2021-06-10",8,"SH","8SH","28SH",23,24
"2021-06-10",8,"SH","8SH","38SH",21,26
"2021-06-10",8,"SH","9SH","19SH",21,25
"2021-06-10",8,"SH","9SH","29SH",22,24
"2021-06-10",8,"SH","9SH","39SH",20,22
"2021-06-10",8,"SH","10SH","110SH",23,20
"2021-06-10",8,"SH","10SH","210SH",23,24
"2021-06-10",8,"SH","10SH","310SH",20,24
"2021-06-10",8,"SH","11SH","111SH",21,18
"2021-06-10",8,"SH","11SH","211SH",20,19
"2021-06-10",8,"SH","11SH","311SH",21,20
"2021-06-10",8,"SH","12SH","112SH",20,21
"2021-06-10",8,"SH","12SH","212SH",22,21
"2021-06-10",8,"SH","12SH","312SH",21,22
"2021-06-10",8,"SH","13SH","113SH",23,20
"2021-06-10",8,"SH","13SH","213SH",22,24
"2021-06-10",8,"SH","13SH","313SH",21,24
"2021-06-10",8,"SH","14SH","114SH",23,24
"2021-06-10",8,"SH","14SH","214SH",21,20
"2021-06-10",8,"SH","14SH","314SH",24,21
"2021-06-10",8,"SH","15SH","115SH",24,19
"2021-06-10",8,"SH","15SH","215SH",22,19
"2021-06-10",8,"SH","15SH","315SH",21,17
"2021-06-10",8,"SH","16SH","116SH",22,17
"2021-06-10",8,"SH","16SH","216SH",21,18
"2021-06-10",8,"SH","16SH","316SH",23,18
"2021-06-10",8,"SH","17SH","117SH",20,19
"2021-06-10",8,"SH","17SH","217SH",21,25
"2021-06-10",8,"SH","17SH","317SH",21,17
"2021-06-10",8,"SH","18SH","118SH",23,24
"2021-06-10",8,"SH","18SH","218SH",24,24
"2021-06-10",8,"SH","18SH","318SH",23,20
"2021-06-10",8,"SH","19SH","119SH",22,21
"2021-06-10",8,"SH","19SH","219SH",21,20
"2021-06-10",8,"SH","19SH","319SH",23,20
"2021-06-10",8,"SH","20SH","120SH",21,20
"2021-06-10",8,"SH","20SH","220SH",20,21
"2021-06-10",8,"SH","20SH","320SH",20,25
"2021-06-10",8,"SH","21SH","121SH",21,24
"2021-06-10",8,"SH","21SH","221SH",23,24
"2021-06-10",8,"SH","21SH","321SH",20,20
"2021-06-10",8,"SH","22SH","122SH",22,22
"2021-06-10",8,"SH","22SH","222SH",23,23
"2021-06-10",8,"SH","22SH","322SH",21,22
"2021-06-10",8,"SH","23SH","123SH",20,24
"2021-06-10",8,"SH","23SH","223SH",21,23
"2021-06-10",8,"SH","23SH","323SH",22,18
"2021-06-10",8,"SH","24SH","124SH",24,18
"2021-06-10",8,"SH","24SH","224SH",20,19
"2021-06-10",8,"SH","24SH","324SH",21,20
"2021-06-17",9,"FL","1FL","11FL",25,27
"2021-06-17",9,"FL","1FL","21FL",20,23
"2021-06-17",9,"FL","1FL","31FL",22,24
"2021-06-17",9,"FL","2FL","12FL",21,20
"2021-06-17",9,"FL","2FL","22FL",25,25
"2021-06-17",9,"FL","2FL","32FL",24,25
"2021-06-17",9,"FL","3FL","13FL",26,24
"2021-06-17",9,"FL","3FL","23FL",26,26
"2021-06-17",9,"FL","3FL","33FL",22,27
"2021-06-17",9,"FL","4FL","14FL",20,26
"2021-06-17",9,"FL","4FL","24FL",24,25
"2021-06-17",9,"FL","4FL","34FL",23,28
"2021-06-17",9,"FL","5FL","15FL",21,26
"2021-06-17",9,"FL","5FL","25FL",22,27
"2021-06-17",9,"FL","5FL","35FL",25,26
"2021-06-17",9,"FL","6FL","16FL",24,25
"2021-06-17",9,"FL","6FL","26FL",23,26
"2021-06-17",9,"FL","6FL","36FL",25,26
"2021-06-17",9,"SH","1SH","11SH",25,26
"2021-06-17",9,"SH","1SH","21SH",21,27
"2021-06-17",9,"SH","1SH","31SH",22,24
"2021-06-17",9,"SH","2SH","12SH",25,26
"2021-06-17",9,"SH","2SH","22SH",21,26
"2021-06-17",9,"SH","2SH","32SH",23,27
"2021-06-17",9,"SH","3SH","13SH",25,28
"2021-06-17",9,"SH","3SH","23SH",23,28
"2021-06-17",9,"SH","3SH","33SH",24,27
"2021-06-17",9,"SH","4SH","14SH",25,26
"2021-06-17",9,"SH","4SH","24SH",24,23
"2021-06-17",9,"SH","4SH","34SH",22,28
"2021-06-17",9,"SH","5SH","15SH",27,22
"2021-06-17",9,"SH","5SH","25SH",23,21
"2021-06-17",9,"SH","5SH","35SH",22,22
"2021-06-17",9,"SH","6SH","16SH",24,25
"2021-06-17",9,"SH","6SH","26SH",22,21
"2021-06-17",9,"SH","6SH","36SH",21,20
"2021-06-17",9,"SH","7SH","17SH",24,25
"2021-06-17",9,"SH","7SH","27SH",25,25
"2021-06-17",9,"SH","7SH","37SH",25,24
"2021-06-17",9,"SH","8SH","18SH",21,21
"2021-06-17",9,"SH","8SH","28SH",23,22
"2021-06-17",9,"SH","8SH","38SH",23,21
"2021-06-17",9,"SH","9SH","19SH",24,20
"2021-06-17",9,"SH","9SH","29SH",24,25
"2021-06-17",9,"SH","9SH","39SH",25,20
"2021-06-17",9,"SH","10SH","110SH",22,21
"2021-06-17",9,"SH","10SH","210SH",24,21
"2021-06-17",9,"SH","10SH","310SH",23,23
"2021-06-17",9,"SH","11SH","111SH",22,21
"2021-06-17",9,"SH","11SH","211SH",21,23
"2021-06-17",9,"SH","11SH","311SH",23,23
"2021-06-17",9,"SH","12SH","112SH",23,21
"2021-06-17",9,"SH","12SH","212SH",24,24
"2021-06-17",9,"SH","12SH","312SH",24,26
"2021-06-17",9,"SH","13SH","113SH",21,21
"2021-06-17",9,"SH","13SH","213SH",24,21
"2021-06-17",9,"SH","13SH","313SH",25,23
"2021-06-17",9,"SH","14SH","114SH",27,24
"2021-06-17",9,"SH","14SH","214SH",26,21
"2021-06-17",9,"SH","14SH","314SH",24,22
"2021-06-17",9,"SH","15SH","115SH",23,23
"2021-06-17",9,"SH","15SH","215SH",22,24
"2021-06-17",9,"SH","15SH","315SH",24,23
"2021-06-17",9,"SH","16SH","116SH",26,25
"2021-06-17",9,"SH","16SH","216SH",26,25
"2021-06-17",9,"SH","16SH","316SH",24,21
"2021-06-17",9,"SH","17SH","117SH",25,22
"2021-06-17",9,"SH","17SH","217SH",25,24
"2021-06-17",9,"SH","17SH","317SH",27,21
"2021-06-17",9,"SH","18SH","118SH",24,24
"2021-06-17",9,"SH","18SH","218SH",23,23
"2021-06-17",9,"SH","18SH","318SH",21,23
"2021-06-17",9,"SH","19SH","119SH",23,21
"2021-06-17",9,"SH","19SH","219SH",23,22
"2021-06-17",9,"SH","19SH","319SH",24,23
"2021-06-17",9,"SH","20SH","120SH",26,24
"2021-06-17",9,"SH","20SH","220SH",22,24
"2021-06-17",9,"SH","20SH","320SH",24,21
"2021-06-17",9,"SH","21SH","121SH",22,20
"2021-06-17",9,"SH","21SH","221SH",23,21
"2021-06-17",9,"SH","21SH","321SH",24,26
"2021-06-17",9,"SH","22SH","122SH",23,22
"2021-06-17",9,"SH","22SH","222SH",24,23
"2021-06-17",9,"SH","22SH","322SH",24,25
"2021-06-17",9,"SH","23SH","123SH",22,25
"2021-06-17",9,"SH","23SH","223SH",23,21
"2021-06-17",9,"SH","23SH","323SH",23,24
"2021-06-17",9,"SH","24SH","124SH",24,21
"2021-06-17",9,"SH","24SH","224SH",24,22
"2021-06-17",9,"SH","24SH","324SH",22,20
"2021-06-24",10,"FL","1FL","11FL",35,33
"2021-06-24",10,"FL","1FL","21FL",35,40
"2021-06-24",10,"FL","1FL","31FL",28,45
"2021-06-24",10,"FL","2FL","12FL",27,42
"2021-06-24",10,"FL","2FL","22FL",45,50
"2021-06-24",10,"FL","2FL","32FL",50,52
"2021-06-24",10,"FL","3FL","13FL",36,35
"2021-06-24",10,"FL","3FL","23FL",38,37
"2021-06-24",10,"FL","3FL","33FL",27,36
"2021-06-24",10,"FL","4FL","14FL",25,39
"2021-06-24",10,"FL","4FL","24FL",33,28
"2021-06-24",10,"FL","4FL","34FL",38,29
"2021-06-24",10,"FL","5FL","15FL",39,34
"2021-06-24",10,"FL","5FL","25FL",26,34
"2021-06-24",10,"FL","5FL","35FL",25,29
"2021-06-24",10,"FL","6FL","16FL",26,30
"2021-06-24",10,"FL","6FL","26FL",27,25
"2021-06-24",10,"FL","6FL","36FL",29,30
"2021-06-24",10,"SH","1SH","11SH",25,30
"2021-06-24",10,"SH","1SH","21SH",35,25
"2021-06-24",10,"SH","1SH","31SH",30,29
"2021-06-24",10,"SH","2SH","12SH",25,30
"2021-06-24",10,"SH","2SH","22SH",32,25
"2021-06-24",10,"SH","2SH","32SH",30,20
"2021-06-24",10,"SH","3SH","13SH",26,32
"2021-06-24",10,"SH","3SH","23SH",30,20
"2021-06-24",10,"SH","3SH","33SH",36,20
"2021-06-24",10,"SH","4SH","14SH",28,21
"2021-06-24",10,"SH","4SH","24SH",28,22
"2021-06-24",10,"SH","4SH","34SH",30,25
"2021-06-24",10,"SH","5SH","15SH",37,35
"2021-06-24",10,"SH","5SH","25SH",26,25
"2021-06-24",10,"SH","5SH","35SH",28,20
"2021-06-24",10,"SH","6SH","16SH",30,25
"2021-06-24",10,"SH","6SH","26SH",32,20
"2021-06-24",10,"SH","6SH","36SH",23,35
"2021-06-24",10,"SH","7SH","17SH",45,35
"2021-06-24",10,"SH","7SH","27SH",48,33
"2021-06-24",10,"SH","7SH","37SH",36,30
"2021-06-24",10,"SH","8SH","18SH",45,35
"2021-06-24",10,"SH","8SH","28SH",40,37
"2021-06-24",10,"SH","8SH","38SH",41,30
"2021-06-24",10,"SH","9SH","19SH",42,29
"2021-06-24",10,"SH","9SH","29SH",30,34
"2021-06-24",10,"SH","9SH","39SH",25,28
"2021-06-24",10,"SH","10SH","110SH",28,33
"2021-06-24",10,"SH","10SH","210SH",31,32
"2021-06-24",10,"SH","10SH","310SH",32,29
"2021-06-24",10,"SH","11SH","111SH",35,29
"2021-06-24",10,"SH","11SH","211SH",33,26
"2021-06-24",10,"SH","11SH","311SH",42,30
"2021-06-24",10,"SH","12SH","112SH",30,25
"2021-06-24",10,"SH","12SH","212SH",29,25
"2021-06-24",10,"SH","12SH","312SH",28,30
"2021-06-24",10,"SH","13SH","113SH",31,29
"2021-06-24",10,"SH","13SH","213SH",32,28
"2021-06-24",10,"SH","13SH","313SH",40,30
"2021-06-24",10,"SH","14SH","114SH",30,25
"2021-06-24",10,"SH","14SH","214SH",28,25
"2021-06-24",10,"SH","14SH","314SH",27,29
"2021-06-24",10,"SH","15SH","115SH",28,34
"2021-06-24",10,"SH","15SH","215SH",28,27
"2021-06-24",10,"SH","15SH","315SH",35,40
"2021-06-24",10,"SH","16SH","116SH",31,29
"2021-06-24",10,"SH","16SH","216SH",33,27
"2021-06-24",10,"SH","16SH","316SH",34,35
"2021-06-24",10,"SH","17SH","117SH",29,30
"2021-06-24",10,"SH","17SH","217SH",28,35
"2021-06-24",10,"SH","17SH","317SH",30,38
"2021-06-24",10,"SH","18SH","118SH",29,39
"2021-06-24",10,"SH","18SH","218SH",30,35
"2021-06-24",10,"SH","18SH","318SH",31,34
"2021-06-24",10,"SH","19SH","119SH",28,29
"2021-06-24",10,"SH","19SH","219SH",27,29
"2021-06-24",10,"SH","19SH","319SH",36,30
"2021-06-24",10,"SH","20SH","120SH",28,29
"2021-06-24",10,"SH","20SH","220SH",26,28
"2021-06-24",10,"SH","20SH","320SH",25,32
"2021-06-24",10,"SH","21SH","121SH",31,32
"2021-06-24",10,"SH","21SH","221SH",32,33
"2021-06-24",10,"SH","21SH","321SH",27,32
"2021-06-24",10,"SH","22SH","122SH",33,36
"2021-06-24",10,"SH","22SH","222SH",34,30
"2021-06-24",10,"SH","22SH","322SH",28,29
"2021-06-24",10,"SH","23SH","123SH",26,29
"2021-06-24",10,"SH","23SH","223SH",30,33
"2021-06-24",10,"SH","23SH","323SH",35,33
"2021-06-24",10,"SH","24SH","124SH",36,35
"2021-06-24",10,"SH","24SH","224SH",35,30
"2021-06-24",10,"SH","24SH","324SH",39,37
"2021-07-01",11,"FL","1FL","11FL",34,32
"2021-07-01",11,"FL","1FL","21FL",35,34
"2021-07-01",11,"FL","1FL","31FL",34,39
"2021-07-01",11,"FL","2FL","12FL",29,39
"2021-07-01",11,"FL","2FL","22FL",29,40
"2021-07-01",11,"FL","2FL","32FL",40,41
"2021-07-01",11,"FL","3FL","13FL",35,39
"2021-07-01",11,"FL","3FL","23FL",38,34
"2021-07-01",11,"FL","3FL","33FL",33,35
"2021-07-01",11,"FL","4FL","14FL",33,29
"2021-07-01",11,"FL","4FL","24FL",36,27
"2021-07-01",11,"FL","4FL","34FL",37,35
